IMD Rank,IMD Decile,ITL1,ITL2
1862,1,North East (England),"Northumberland, Durham and Tyne & Wear"
14314,5,North East (England),"Northumberland, Durham and Tyne & Wear"
3876,2,North East (England),"Northumberland, Durham and Tyne & Wear"
12161,4,North East (England),"Northumberland, Durham and Tyne & Wear"
5948,2,North East (England),"Northumberland, Durham and Tyne & Wear"
21877,7,North East (England),"Northumberland, Durham and Tyne & Wear"
17895,6,North East (England),"Northumberland, Durham and Tyne & Wear"
15835,5,North East (England),"Northumberland, Durham and Tyne & Wear"
16480,5,North East (England),"Northumberland, Durham and Tyne & Wear"
2251,1,North East (England),"Northumberland, Durham and Tyne & Wear"
21429,7,North East (England),"Northumberland, Durham and Tyne & Wear"
7292,3,North East (England),"Northumberland, Durham and Tyne & Wear"
7923,3,North East (England),"Northumberland, Durham and Tyne & Wear"
25795,8,North East (England),"Northumberland, Durham and Tyne & Wear"
3504,2,North East (England),"Northumberland, Durham and Tyne & Wear"
2066,1,North East (England),"Northumberland, Durham and Tyne & Wear"
20265,7,North East (England),"Northumberland, Durham and Tyne & Wear"
1375,1,North East (England),"Northumberland, Durham and Tyne & Wear"
21335,7,North East (England),"Northumberland, Durham and Tyne & Wear"
3011,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6541,2,North East (England),"Northumberland, Durham and Tyne & Wear"
28285,9,North East (England),"Northumberland, Durham and Tyne & Wear"
27697,9,North East (England),"Northumberland, Durham and Tyne & Wear"
14173,5,North East (England),"Northumberland, Durham and Tyne & Wear"
14895,5,North East (England),"Northumberland, Durham and Tyne & Wear"
22948,7,North East (England),"Northumberland, Durham and Tyne & Wear"
11955,4,North East (England),"Northumberland, Durham and Tyne & Wear"
19526,6,North East (England),"Northumberland, Durham and Tyne & Wear"
26548,8,North East (England),"Northumberland, Durham and Tyne & Wear"
1035,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6839,3,North East (England),"Northumberland, Durham and Tyne & Wear"
1704,1,North East (England),"Northumberland, Durham and Tyne & Wear"
1230,1,North East (England),"Northumberland, Durham and Tyne & Wear"
27433,9,North East (England),"Northumberland, Durham and Tyne & Wear"
14922,5,North East (England),"Northumberland, Durham and Tyne & Wear"
27972,9,North East (England),"Northumberland, Durham and Tyne & Wear"
9194,3,North East (England),"Northumberland, Durham and Tyne & Wear"
10227,4,North East (England),"Northumberland, Durham and Tyne & Wear"
5497,2,North East (England),"Northumberland, Durham and Tyne & Wear"
12357,4,North East (England),"Northumberland, Durham and Tyne & Wear"
894,1,North East (England),"Northumberland, Durham and Tyne & Wear"
11810,4,North East (England),"Northumberland, Durham and Tyne & Wear"
644,1,North East (England),"Northumberland, Durham and Tyne & Wear"
1986,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2797,1,North East (England),"Northumberland, Durham and Tyne & Wear"
7203,3,North East (England),"Northumberland, Durham and Tyne & Wear"
1487,1,North East (England),"Northumberland, Durham and Tyne & Wear"
12249,4,North East (England),"Northumberland, Durham and Tyne & Wear"
253,1,North East (England),"Northumberland, Durham and Tyne & Wear"
4561,2,North East (England),"Northumberland, Durham and Tyne & Wear"
9907,3,North East (England),"Northumberland, Durham and Tyne & Wear"
1641,1,North East (England),"Northumberland, Durham and Tyne & Wear"
24742,8,North East (England),"Northumberland, Durham and Tyne & Wear"
11688,4,North East (England),"Northumberland, Durham and Tyne & Wear"
11685,4,North East (England),"Northumberland, Durham and Tyne & Wear"
353,1,North East (England),"Northumberland, Durham and Tyne & Wear"
4304,2,North East (England),"Northumberland, Durham and Tyne & Wear"
12390,4,North East (England),"Northumberland, Durham and Tyne & Wear"
11894,4,North East (England),"Northumberland, Durham and Tyne & Wear"
4083,2,North East (England),"Northumberland, Durham and Tyne & Wear"
4435,2,North East (England),"Northumberland, Durham and Tyne & Wear"
23410,7,North East (England),"Northumberland, Durham and Tyne & Wear"
25092,8,North East (England),"Northumberland, Durham and Tyne & Wear"
28674,9,North East (England),"Northumberland, Durham and Tyne & Wear"
15077,5,North East (England),"Northumberland, Durham and Tyne & Wear"
31191,10,North East (England),"Northumberland, Durham and Tyne & Wear"
24504,8,North East (England),"Northumberland, Durham and Tyne & Wear"
26197,8,North East (England),"Northumberland, Durham and Tyne & Wear"
12859,4,North East (England),"Northumberland, Durham and Tyne & Wear"
10485,4,North East (England),"Northumberland, Durham and Tyne & Wear"
7616,3,North East (England),"Northumberland, Durham and Tyne & Wear"
21183,7,North East (England),"Northumberland, Durham and Tyne & Wear"
9248,3,North East (England),"Northumberland, Durham and Tyne & Wear"
23557,7,North East (England),"Northumberland, Durham and Tyne & Wear"
13363,4,North East (England),"Northumberland, Durham and Tyne & Wear"
10262,4,North East (England),"Northumberland, Durham and Tyne & Wear"
31478,10,North East (England),"Northumberland, Durham and Tyne & Wear"
22885,7,North East (England),"Northumberland, Durham and Tyne & Wear"
15073,5,North East (England),"Northumberland, Durham and Tyne & Wear"
6201,2,North East (England),"Northumberland, Durham and Tyne & Wear"
2572,1,North East (England),"Northumberland, Durham and Tyne & Wear"
3178,1,North East (England),"Northumberland, Durham and Tyne & Wear"
4953,2,North East (England),"Northumberland, Durham and Tyne & Wear"
16408,5,North East (England),"Northumberland, Durham and Tyne & Wear"
16386,5,North East (England),"Northumberland, Durham and Tyne & Wear"
2118,1,North East (England),"Northumberland, Durham and Tyne & Wear"
8953,3,North East (England),"Northumberland, Durham and Tyne & Wear"
3972,2,North East (England),"Northumberland, Durham and Tyne & Wear"
31092,10,North East (England),"Northumberland, Durham and Tyne & Wear"
4120,2,North East (England),"Northumberland, Durham and Tyne & Wear"
6750,2,North East (England),"Northumberland, Durham and Tyne & Wear"
4399,2,North East (England),"Northumberland, Durham and Tyne & Wear"
33189,10,North East (England),"Northumberland, Durham and Tyne & Wear"
13740,5,North East (England),"Northumberland, Durham and Tyne & Wear"
29602,9,North East (England),"Northumberland, Durham and Tyne & Wear"
17319,6,North East (England),"Northumberland, Durham and Tyne & Wear"
22022,7,North East (England),"Northumberland, Durham and Tyne & Wear"
32771,10,North East (England),"Northumberland, Durham and Tyne & Wear"
32189,10,North East (England),"Northumberland, Durham and Tyne & Wear"
32452,10,North East (England),"Northumberland, Durham and Tyne & Wear"
29824,9,North East (England),"Northumberland, Durham and Tyne & Wear"
18841,6,North East (England),"Northumberland, Durham and Tyne & Wear"
7777,3,North East (England),"Northumberland, Durham and Tyne & Wear"
33233,10,North East (England),"Northumberland, Durham and Tyne & Wear"
12174,4,North East (England),"Northumberland, Durham and Tyne & Wear"
11353,4,North East (England),"Northumberland, Durham and Tyne & Wear"
28883,9,North East (England),"Northumberland, Durham and Tyne & Wear"
22344,7,North East (England),"Northumberland, Durham and Tyne & Wear"
3517,2,North East (England),"Northumberland, Durham and Tyne & Wear"
5858,2,North East (England),"Northumberland, Durham and Tyne & Wear"
3767,2,North East (England),"Northumberland, Durham and Tyne & Wear"
27503,9,North East (England),"Northumberland, Durham and Tyne & Wear"
13630,5,North East (England),"Northumberland, Durham and Tyne & Wear"
1459,1,North East (England),"Northumberland, Durham and Tyne & Wear"
9845,3,North East (England),"Northumberland, Durham and Tyne & Wear"
26969,8,North East (England),"Northumberland, Durham and Tyne & Wear"
7987,3,North East (England),"Northumberland, Durham and Tyne & Wear"
1408,1,North East (England),"Northumberland, Durham and Tyne & Wear"
5521,2,North East (England),"Northumberland, Durham and Tyne & Wear"
53,1,North East (England),"Northumberland, Durham and Tyne & Wear"
25558,8,North East (England),"Northumberland, Durham and Tyne & Wear"
16854,5,North East (England),"Northumberland, Durham and Tyne & Wear"
25097,8,North East (England),"Northumberland, Durham and Tyne & Wear"
1870,1,North East (England),"Northumberland, Durham and Tyne & Wear"
5647,2,North East (England),"Northumberland, Durham and Tyne & Wear"
2327,1,North East (England),"Northumberland, Durham and Tyne & Wear"
12320,4,North East (England),"Northumberland, Durham and Tyne & Wear"
2651,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6024,2,North East (England),"Northumberland, Durham and Tyne & Wear"
3878,2,North East (England),"Northumberland, Durham and Tyne & Wear"
747,1,North East (England),"Northumberland, Durham and Tyne & Wear"
689,1,North East (England),"Northumberland, Durham and Tyne & Wear"
470,1,North East (England),"Northumberland, Durham and Tyne & Wear"
17421,6,North East (England),"Northumberland, Durham and Tyne & Wear"
10402,4,North East (England),"Northumberland, Durham and Tyne & Wear"
33708,10,North East (England),"Northumberland, Durham and Tyne & Wear"
30424,10,North East (England),"Northumberland, Durham and Tyne & Wear"
24859,8,North East (England),"Northumberland, Durham and Tyne & Wear"
20307,7,North East (England),"Northumberland, Durham and Tyne & Wear"
22925,7,North East (England),"Northumberland, Durham and Tyne & Wear"
21137,7,North East (England),"Northumberland, Durham and Tyne & Wear"
30332,9,North East (England),"Northumberland, Durham and Tyne & Wear"
32783,10,North East (England),"Northumberland, Durham and Tyne & Wear"
6432,2,North East (England),"Northumberland, Durham and Tyne & Wear"
33608,10,North East (England),"Northumberland, Durham and Tyne & Wear"
25493,8,North East (England),"Northumberland, Durham and Tyne & Wear"
33172,10,North East (England),"Northumberland, Durham and Tyne & Wear"
30670,10,North East (England),"Northumberland, Durham and Tyne & Wear"
29634,9,North East (England),"Northumberland, Durham and Tyne & Wear"
2839,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2429,1,North East (England),"Northumberland, Durham and Tyne & Wear"
23857,8,North East (England),"Northumberland, Durham and Tyne & Wear"
1314,1,North East (England),"Northumberland, Durham and Tyne & Wear"
29934,9,North East (England),"Northumberland, Durham and Tyne & Wear"
11288,4,North East (England),"Northumberland, Durham and Tyne & Wear"
3410,2,North East (England),"Northumberland, Durham and Tyne & Wear"
868,1,North East (England),"Northumberland, Durham and Tyne & Wear"
1667,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2694,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2867,1,North East (England),"Northumberland, Durham and Tyne & Wear"
4852,2,North East (England),"Northumberland, Durham and Tyne & Wear"
2982,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6776,3,North East (England),"Northumberland, Durham and Tyne & Wear"
5654,2,North East (England),"Northumberland, Durham and Tyne & Wear"
1323,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6593,2,North East (England),"Northumberland, Durham and Tyne & Wear"
19446,6,North East (England),"Northumberland, Durham and Tyne & Wear"
17462,6,North East (England),"Northumberland, Durham and Tyne & Wear"
8160,3,North East (England),"Northumberland, Durham and Tyne & Wear"
1946,1,North East (England),"Northumberland, Durham and Tyne & Wear"
8297,3,North East (England),"Northumberland, Durham and Tyne & Wear"
15471,5,North East (England),"Northumberland, Durham and Tyne & Wear"
3186,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6095,2,North East (England),"Northumberland, Durham and Tyne & Wear"
10240,4,North East (England),"Northumberland, Durham and Tyne & Wear"
27594,9,North East (England),"Northumberland, Durham and Tyne & Wear"
16016,5,North East (England),"Northumberland, Durham and Tyne & Wear"
13490,4,North East (England),"Northumberland, Durham and Tyne & Wear"
15053,5,North East (England),"Northumberland, Durham and Tyne & Wear"
29868,9,North East (England),"Northumberland, Durham and Tyne & Wear"
14004,5,North East (England),"Northumberland, Durham and Tyne & Wear"
33062,10,North East (England),"Northumberland, Durham and Tyne & Wear"
28067,9,North East (England),"Northumberland, Durham and Tyne & Wear"
13549,5,North East (England),"Northumberland, Durham and Tyne & Wear"
23539,7,North East (England),"Northumberland, Durham and Tyne & Wear"
12198,4,North East (England),"Northumberland, Durham and Tyne & Wear"
9449,3,North East (England),"Northumberland, Durham and Tyne & Wear"
26114,8,North East (England),"Northumberland, Durham and Tyne & Wear"
19688,6,North East (England),"Northumberland, Durham and Tyne & Wear"
27350,9,North East (England),"Northumberland, Durham and Tyne & Wear"
31388,10,North East (England),"Northumberland, Durham and Tyne & Wear"
25335,8,North East (England),"Northumberland, Durham and Tyne & Wear"
27211,9,North East (England),"Northumberland, Durham and Tyne & Wear"
25156,8,North East (England),"Northumberland, Durham and Tyne & Wear"
27226,9,North East (England),"Northumberland, Durham and Tyne & Wear"
33275,10,North East (England),"Northumberland, Durham and Tyne & Wear"
22773,7,North East (England),"Northumberland, Durham and Tyne & Wear"
25606,8,North East (England),"Northumberland, Durham and Tyne & Wear"
20838,7,North East (England),"Northumberland, Durham and Tyne & Wear"
5404,2,North East (England),"Northumberland, Durham and Tyne & Wear"
32231,10,North East (England),"Northumberland, Durham and Tyne & Wear"
4626,2,North East (England),"Northumberland, Durham and Tyne & Wear"
32619,10,North East (England),"Northumberland, Durham and Tyne & Wear"
9458,3,North East (England),"Northumberland, Durham and Tyne & Wear"
376,1,North East (England),"Northumberland, Durham and Tyne & Wear"
24356,8,North East (England),"Northumberland, Durham and Tyne & Wear"
1185,1,North East (England),"Northumberland, Durham and Tyne & Wear"
4450,2,North East (England),"Northumberland, Durham and Tyne & Wear"
13289,4,North East (England),"Northumberland, Durham and Tyne & Wear"
3123,1,North East (England),"Northumberland, Durham and Tyne & Wear"
16983,6,North East (England),"Northumberland, Durham and Tyne & Wear"
20536,7,North East (England),"Northumberland, Durham and Tyne & Wear"
636,1,North East (England),"Northumberland, Durham and Tyne & Wear"
1160,1,North East (England),"Northumberland, Durham and Tyne & Wear"
606,1,North East (England),"Northumberland, Durham and Tyne & Wear"
965,1,North East (England),"Northumberland, Durham and Tyne & Wear"
3506,2,North East (England),"Northumberland, Durham and Tyne & Wear"
3114,1,North East (England),"Northumberland, Durham and Tyne & Wear"
10328,4,North East (England),"Northumberland, Durham and Tyne & Wear"
1081,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2201,1,North East (England),"Northumberland, Durham and Tyne & Wear"
3444,2,North East (England),"Northumberland, Durham and Tyne & Wear"
5608,2,North East (England),"Northumberland, Durham and Tyne & Wear"
10247,4,North East (England),"Northumberland, Durham and Tyne & Wear"
22664,7,North East (England),"Northumberland, Durham and Tyne & Wear"
7959,3,North East (England),"Northumberland, Durham and Tyne & Wear"
8801,3,North East (England),"Northumberland, Durham and Tyne & Wear"
14152,5,North East (England),"Northumberland, Durham and Tyne & Wear"
18556,6,North East (England),"Northumberland, Durham and Tyne & Wear"
25457,8,North East (England),"Northumberland, Durham and Tyne & Wear"
16184,5,North East (England),"Northumberland, Durham and Tyne & Wear"
24291,8,North East (England),"Northumberland, Durham and Tyne & Wear"
21964,7,North East (England),"Northumberland, Durham and Tyne & Wear"
11612,4,North East (England),"Northumberland, Durham and Tyne & Wear"
4051,2,North East (England),"Northumberland, Durham and Tyne & Wear"
16642,5,North East (England),"Northumberland, Durham and Tyne & Wear"
32191,10,North East (England),"Northumberland, Durham and Tyne & Wear"
27671,9,North East (England),"Northumberland, Durham and Tyne & Wear"
30311,9,North East (England),"Northumberland, Durham and Tyne & Wear"
31871,10,North East (England),"Northumberland, Durham and Tyne & Wear"
30917,10,North East (England),"Northumberland, Durham and Tyne & Wear"
33184,10,North East (England),"Northumberland, Durham and Tyne & Wear"
24204,8,North East (England),"Northumberland, Durham and Tyne & Wear"
423,1,North East (England),"Northumberland, Durham and Tyne & Wear"
522,1,North East (England),"Northumberland, Durham and Tyne & Wear"
359,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2281,1,North East (England),"Northumberland, Durham and Tyne & Wear"
716,1,North East (England),"Northumberland, Durham and Tyne & Wear"
6510,2,North East (England),"Northumberland, Durham and Tyne & Wear"
14479,5,North East (England),"Northumberland, Durham and Tyne & Wear"
8530,3,North East (England),"Northumberland, Durham and Tyne & Wear"
20671,7,North East (England),"Northumberland, Durham and Tyne & Wear"
21376,7,North East (England),"Northumberland, Durham and Tyne & Wear"
3585,2,North East (England),"Northumberland, Durham and Tyne & Wear"
1772,1,North East (England),"Northumberland, Durham and Tyne & Wear"
